Date,Open,High,Low,Close,Adj Close,Volume,Returns
2023-02-16,18094.75,18134.75,18000.650390625,18035.849609375,18035.849609375,230200,0.0011101336008929596
2023-02-17,17974.849609375,18034.25,17884.599609375,17944.19921875,17944.19921875,208100,-0.005081567689351307
2023-02-20,17965.55078125,18004.349609375,17818.400390625,17844.599609375,17844.599609375,174600,-0.005550518480140765
2023-02-21,17905.80078125,17924.900390625,17800.30078125,17826.69921875,17826.69921875,198200,-0.001003126492992057
2023-02-22,17755.349609375,17772.5,17529.44921875,17554.30078125,17554.30078125,204000,-0.015280363131582653
2023-02-23,17574.650390625,17620.05078125,17455.400390625,17511.25,17511.25,240800,-0.002452434977984641
2023-02-24,17591.349609375,17599.75,17421.80078125,17465.80078125,17465.80078125,209400,-0.002595429723749043
2023-02-27,17428.599609375,17451.599609375,17299.0,17392.69921875,17392.69921875,246400,-0.004185411445805309
2023-02-28,17383.25,17440.44921875,17255.19921875,17303.94921875,17303.94921875,420900,-0.0051027157362857345
2023-03-01,17360.099609375,17467.75,17345.25,17450.900390625,17450.900390625,272900,0.008492348770636093
2023-03-02,17421.5,17445.80078125,17306.0,17321.900390625,17321.900390625,310700,-0.007392168719804415
2023-03-03,17451.25,17644.75,17427.69921875,17594.349609375,17594.349609375,356200,0.015728598629827895
2023-03-06,17680.349609375,17799.94921875,17671.94921875,17711.44921875,17711.44921875,362800,0.006655523618366965
2023-03-08,17665.75,17766.5,17602.25,17754.400390625,17754.400390625,267000,0.0024250512391459367
2023-03-09,17772.05078125,17772.349609375,17573.599609375,17589.599609375,17589.599609375,262400,-0.009282249899975281
2023-03-10,17443.80078125,17451.5,17324.349609375,17412.900390625,17412.900390625,235900,-0.010045664635585094
2023-03-13,17421.900390625,17529.900390625,17113.44921875,17154.30078125,17154.30078125,254900,-0.014851035931626178
2023-03-14,17160.55078125,17224.650390625,16987.099609375,17043.30078125,17043.30078125,290600,-0.006470680525861194
2023-03-15,17166.44921875,17211.349609375,16938.900390625,16972.150390625,16972.150390625,248200,-0.004174683738684903
2023-03-16,16994.650390625,17062.44921875,16850.150390625,16985.599609375,16985.599609375,349800,0.0007924286811309411
2023-03-17,17111.80078125,17145.80078125,16958.150390625,17100.05078125,17100.05078125,408100,0.006738129621978839
2023-03-20,17066.599609375,17066.599609375,16828.349609375,16988.400390625,16988.400390625,241800,-0.0065292432199922645
2023-03-21,17060.400390625,17127.69921875,17016.0,17107.5,17107.5,246700,0.007010642946744028
2023-03-22,17177.44921875,17207.25,17107.849609375,17151.900390625,17151.900390625,0,0.0025953757489405316
2023-03-23,17097.400390625,17205.400390625,17045.30078125,17076.900390625,17076.900390625,219200,-0.004372693304643627
2023-03-24,17076.19921875,17109.44921875,16917.349609375,16945.05078125,16945.05078125,228000,-0.007720933328590696
2023-03-27,16984.30078125,17091.0,16918.55078125,16985.69921875,16985.69921875,218400,0.0023988383407489433
2023-03-28,17031.75,17061.75,16913.75,16951.69921875,16951.69921875,238800,-0.002001683861354908
2023-03-29,16977.30078125,17126.150390625,16940.599609375,17080.69921875,17080.69921875,345900,0.007609856589321451
2023-03-31,17210.349609375,17381.599609375,17204.650390625,17359.75,17359.75,263900,0.016337198944623932
2023-04-03,17427.94921875,17428.05078125,17312.75,17398.05078125,17398.05078125,230200,0.002206297973761151
2023-04-05,17422.30078125,17570.55078125,17402.69921875,17557.05078125,17557.05078125,248300,0.009138954817361267
2023-04-06,17533.849609375,17638.69921875,17502.849609375,17599.150390625,17599.150390625,242700,0.002397874785437182
2023-04-10,17634.900390625,17694.099609375,17597.94921875,17624.05078125,17624.05078125,254800,0.0014148632219350699
2023-04-11,17704.80078125,17748.75,17655.150390625,17722.30078125,17722.30078125,304300,0.005574768321964241
2023-04-12,17759.55078125,17825.75,17717.25,17812.400390625,17812.400390625,232800,0.005083967961446945
2023-04-13,17807.30078125,17842.150390625,17729.650390625,17828.0,17828.0,285800,0.0008757724412713497
2023-04-17,17863.0,17863.0,17574.05078125,17706.849609375,17706.849609375,357400,-0.006795512150830185
2023-04-18,17766.599609375,17766.599609375,17610.19921875,17660.150390625,17660.150390625,258900,-0.0026373533282438855
2023-04-19,17653.349609375,17666.150390625,17579.849609375,17618.75,17618.75,281500,-0.002344283016240789
2023-04-20,17638.599609375,17684.44921875,17584.349609375,17624.44921875,17624.44921875,215100,0.0003234746363958152
2023-04-21,17639.75,17663.19921875,17553.94921875,17624.05078125,17624.05078125,230200,-2.260708945023282e-05
2023-04-24,17707.55078125,17754.5,17612.5,17743.400390625,17743.400390625,255700,0.006771973756565242
2023-04-25,17761.55078125,17807.44921875,17716.849609375,17769.25,17769.25,297400,0.0014568576938982503
2023-04-26,17767.30078125,17827.75,17711.19921875,17813.599609375,17813.599609375,233000,0.0024958627615121465
2023-04-27,17813.099609375,17931.599609375,17797.900390625,17915.05078125,17915.05078125,241400,0.005695152810193838
2023-04-28,17950.400390625,18089.150390625,17885.30078125,18065.0,18065.0,290300,0.008370013603697934
2023-05-02,18124.80078125,18180.25,18101.75,18147.650390625,18147.650390625,265200,0.004575166931912511
2023-05-03,18113.80078125,18116.349609375,18042.400390625,18089.849609375,18089.849609375,226200,-0.00318502836487633
2023-05-04,18081.0,18267.44921875,18066.69921875,18255.80078125,18255.80078125,226600,0.009173717607303677
2023-05-05,18117.30078125,18216.94921875,18055.44921875,18069.0,18069.0,239700,-0.010232406865540389
2023-05-08,18120.599609375,18286.94921875,18100.30078125,18264.400390625,18264.400390625,228400,0.010814123118324304
2023-05-09,18303.400390625,18344.19921875,18229.650390625,18265.94921875,18265.94921875,245400,8.480038171931881e-05
2023-05-10,18313.599609375,18326.75,18211.94921875,18315.099609375,18315.099609375,220500,0.0026908205008338015
2023-05-11,18357.80078125,18389.69921875,18270.400390625,18297.0,18297.0,248900,-0.0009882342854272697
2023-05-12,18273.75,18342.75,18194.55078125,18314.80078125,18314.80078125,241700,0.0009728797753729701
2023-05-15,18339.30078125,18458.900390625,18287.900390625,18398.849609375,18398.849609375,216100,0.004589120522186851
2023-05-16,18432.349609375,18432.349609375,18264.349609375,18286.5,18286.5,219500,-0.006106338807060685
2023-05-17,18300.44921875,18309.0,18115.349609375,18181.75,18181.75,229900,-0.005728269488420423
2023-05-18,18287.5,18297.19921875,18104.849609375,18129.94921875,18129.94921875,272100,-0.002849053652701161
2023-05-19,18186.150390625,18218.099609375,18060.400390625,18203.400390625,18203.400390625,260900,0.0040513721791914925
2023-05-22,18201.099609375,18335.25,18178.849609375,18314.400390625,18314.400390625,262600,0.006097761825706316
2023-05-23,18362.900390625,18419.75,18324.19921875,18348.0,18348.0,270400,0.001834600568861644
2023-05-24,18294.80078125,18392.599609375,18262.94921875,18285.400390625,18285.400390625,232600,-0.0034117947119577385
2023-05-25,18268.900390625,18338.099609375,18202.400390625,18321.150390625,18321.150390625,235900,0.001955111686716471
2023-05-26,18368.349609375,18508.55078125,18333.150390625,18499.349609375,18499.349609375,198700,0.009726420827874671
2023-05-29,18619.150390625,18641.19921875,18581.25,18598.650390625,18598.650390625,265300,0.005367798508963517
2023-05-30,18606.650390625,18662.44921875,18575.5,18633.849609375,18633.849609375,234400,0.0018925684396833287
2023-05-31,18594.19921875,18603.900390625,18483.849609375,18534.400390625,18534.400390625,696500,-0.0053370195013254795
2023-06-01,18579.400390625,18580.30078125,18464.55078125,18487.75,18487.75,265600,-0.0025169624936233204
2023-06-02,18550.849609375,18573.69921875,18478.400390625,18534.099609375,18534.099609375,270900,0.002507044360454902
2023-06-05,18612.0,18640.150390625,18582.80078125,18593.849609375,18593.849609375,256100,0.003223787573137793
2023-06-06,18600.80078125,18622.75,18531.599609375,18599.0,18599.0,220800,0.00027699431442118616
2023-06-07,18665.599609375,18738.94921875,18636.0,18726.400390625,18726.400390625,260100,0.006849851638528914
2023-06-08,18725.349609375,18777.900390625,18615.599609375,18634.55078125,18634.55078125,286500,-0.0049048192636628185
2023-06-09,18655.900390625,18676.650390625,18555.400390625,18563.400390625,18563.400390625,221800,-0.00381819725413457
2023-06-12,18595.05078125,18633.599609375,18559.75,18601.5,18601.5,179500,0.0020524046550352004
2023-06-13,18631.80078125,18728.900390625,18631.80078125,18716.150390625,18716.150390625,233200,0.0061635024393194016
2023-06-14,18744.599609375,18769.69921875,18690.0,18755.900390625,18755.900390625,261400,0.0021238341844009856
2023-06-15,18774.44921875,18794.099609375,18669.05078125,18688.099609375,18688.099609375,263000,-0.0036149041015322014
2023-06-16,18723.30078125,18864.69921875,18710.5,18826.0,18826.0,272800,0.0073790483520230765
2023-06-19,18873.30078125,18881.44921875,18719.150390625,18755.44921875,18755.44921875,219800,-0.0037475183921172883
2023-06-20,18752.349609375,18839.69921875,18660.650390625,18816.69921875,18816.69921875,211600,0.003265717567498605
2023-06-21,18849.400390625,18875.900390625,18794.849609375,18856.849609375,18856.849609375,217500,0.0021337637466720683
2023-06-22,18853.599609375,18886.599609375,18759.5,18771.25,18771.25,252700,-0.004539443817404343
2023-06-23,18741.849609375,18756.400390625,18647.099609375,18665.5,18665.5,210600,-0.005633615236065759
2023-06-26,18682.349609375,18722.05078125,18646.69921875,18691.19921875,18691.19921875,171300,0.0013768299134766515
2023-06-27,18748.55078125,18829.25,18714.25,18817.400390625,18817.400390625,222500,0.00675190341711196
2023-06-28,18908.150390625,19011.25,18861.349609375,18972.099609375,18972.099609375,398800,0.00822107281232487
2023-06-30,19076.849609375,19201.69921875,19024.599609375,19189.05078125,19189.05078125,247900,0.01143527476356887
2023-07-03,19246.5,19345.099609375,19234.400390625,19322.55078125,19322.55078125,226100,0.00695709243369369
2023-07-04,19406.599609375,19434.150390625,19300.0,19389.0,19389.0,226900,0.003438946519135566
2023-07-05,19405.94921875,19421.599609375,19339.599609375,19398.5,19398.5,224400,0.0004899685388621844
2023-07-06,19385.69921875,19512.19921875,19373.0,19497.30078125,19497.30078125,268300,0.00509321758125636
2023-07-07,19422.80078125,19523.599609375,19303.599609375,19331.80078125,19331.80078125,237100,-0.00848835445771845
2023-07-10,19400.349609375,19435.849609375,19327.099609375,19355.900390625,19355.900390625,268200,0.0012466303397029588
2023-07-11,19427.099609375,19515.099609375,19406.44921875,19439.400390625,19439.400390625,251300,0.004313930032438185
2023-07-12,19497.44921875,19507.69921875,19361.75,19384.30078125,19384.30078125,327900,-0.002834429471475497
2023-07-13,19495.19921875,19567.0,19385.80078125,19413.75,19413.75,310400,0.0015192303855748879
2023-07-14,19493.44921875,19595.349609375,19433.5,19564.5,19564.5,291200,0.007765114931427508
2023-07-17,19612.150390625,19731.849609375,19562.94921875,19711.44921875,19711.44921875,268700,0.007511013251041421
2023-07-18,19787.5,19819.44921875,19690.19921875,19749.25,19749.25,286400,0.001917706853032497
2023-07-19,19802.94921875,19851.69921875,19727.44921875,19833.150390625,19833.150390625,259700,0.004248282371482448
2023-07-20,19831.69921875,19991.849609375,19758.400390625,19979.150390625,19979.150390625,274700,0.007361412439498949
2023-07-21,19800.44921875,19887.400390625,19700.0,19745.0,19745.0,312500,-0.011719737128305097
2023-07-24,19748.44921875,19782.75,19658.30078125,19672.349609375,19672.349609375,265600,-0.0036794322929856182
2023-07-25,19729.349609375,19729.349609375,19615.94921875,19680.599609375,19680.599609375,369700,0.0004193703428323481
2023-07-26,19733.349609375,19825.599609375,19716.69921875,19778.30078125,19778.30078125,244700,0.004964339187534694
2023-07-27,19850.900390625,19867.55078125,19603.55078125,19659.900390625,19659.900390625,334900,-0.0059863783008722304
2023-07-28,19659.75,19695.900390625,19563.099609375,19646.05078125,19646.05078125,258700,-0.0007044597937843067
2023-07-31,19666.349609375,19772.75,19597.599609375,19753.80078125,19753.80078125,295100,0.005484562836559181
2023-08-01,19784.0,19795.599609375,19704.599609375,19733.55078125,19733.55078125,298000,-0.0010251191770254131
2023-08-02,19655.400390625,19678.25,19423.55078125,19526.55078125,19526.55078125,290700,-0.010489749274959825
2023-08-03,19463.75,19537.650390625,19296.44921875,19381.650390625,19381.650390625,315700,-0.007420685416911321
2023-08-04,19462.80078125,19538.849609375,19436.44921875,19517.0,19517.0,280800,0.006983389270114548
2023-08-07,19576.849609375,19620.44921875,19524.80078125,19597.30078125,19597.30078125,216600,0.004114401867602702
2023-08-08,19627.19921875,19634.400390625,19533.099609375,19570.849609375,19570.849609375,260300,-0.0013497354646058168
2023-08-09,19578.80078125,19645.5,19467.5,19632.55078125,19632.55078125,266500,0.003152707884763739
2023-08-10,19605.55078125,19623.599609375,19495.400390625,19543.099609375,19543.099609375,312200,-0.004556268458015711
2023-08-11,19554.25,19557.75,19412.75,19428.30078125,19428.30078125,235500,-0.005874136161590715
2023-08-14,19383.94921875,19465.849609375,19257.900390625,19434.55078125,19434.55078125,243900,0.00032169565781225984
2023-08-16,19369.0,19482.75,19317.19921875,19465.0,19465.0,0,0.0015667570139761278
2023-08-17,19450.55078125,19461.55078125,19326.25,19365.25,19365.25,268700,-0.005124582584125403
2023-08-18,19301.75,19373.80078125,19253.599609375,19310.150390625,19310.150390625,256100,-0.0028452826260957353
2023-08-21,19320.650390625,19425.94921875,19296.30078125,19393.599609375,19393.599609375,262600,0.0043215209131937105
2023-08-22,19417.099609375,19443.5,19381.30078125,19396.44921875,19396.44921875,208700,0.00014693555773015454
2023-08-23,19439.19921875,19472.05078125,19366.599609375,19444.0,19444.0,225200,0.0024515199000461063
2023-08-24,19535.150390625,19584.44921875,19369.0,19386.69921875,19386.69921875,268300,-0.002946964680621278
2023-08-25,19297.400390625,19339.55078125,19229.69921875,19265.80078125,19265.80078125,466500,-0.006236153774081932
2023-08-28,19298.349609375,19366.849609375,19249.69921875,19306.05078125,19306.05078125,248200,0.002089194238900971
2023-08-29,19374.849609375,19377.900390625,19309.099609375,19342.650390625,19342.650390625,307400,0.0018957584743610756
2023-08-30,19433.44921875,19452.80078125,19334.75,19347.44921875,19347.44921875,233000,0.0002480956863764039
2023-08-31,19375.55078125,19388.19921875,19223.650390625,19253.80078125,19253.80078125,562600,-0.004840350603388277
2023-09-01,19258.150390625,19458.55078125,19255.69921875,19435.30078125,19435.30078125,333000,0.009426710188917609
2023-09-04,19525.05078125,19545.150390625,19432.849609375,19528.80078125,19528.80078125,296800,0.004810833701642592
2023-09-05,19564.650390625,19587.05078125,19525.75,19574.900390625,19574.900390625,256800,0.0023605960187407238
2023-09-06,19581.19921875,19636.44921875,19491.5,19611.05078125,19611.05078125,287600,0.0018467726478093027
2023-09-07,19598.650390625,19737.0,19550.05078125,19727.05078125,19727.05078125,304900,0.005915032360780392
2023-09-08,19774.80078125,19867.150390625,19727.05078125,19819.94921875,19819.94921875,288100,0.004709190366575022
2023-09-11,19890.0,20008.150390625,19865.349609375,19996.349609375,19996.349609375,248800,0.008900143420050854
2023-09-12,20110.150390625,20110.349609375,19914.650390625,19993.19921875,19993.19921875,328100,-0.0001575482868895195
2023-09-13,19989.5,20096.900390625,19944.099609375,20070.0,20070.0,251400,0.003841345269944396
2023-09-14,20127.94921875,20167.650390625,20043.44921875,20103.099609375,20103.099609375,275100,0.001649208239910216
2023-09-15,20156.44921875,20222.44921875,20129.69921875,20192.349609375,20192.349609375,438200,0.004439613877174287
2023-09-18,20155.94921875,20195.349609375,20115.69921875,20133.30078125,20133.30078125,264900,-0.002924316846098174
2023-09-20,19980.75,20050.650390625,19878.849609375,19901.400390625,19901.400390625,378100,-0.011518249945432046
2023-09-21,19840.55078125,19848.75,19709.94921875,19742.349609375,19742.349609375,275100,-0.007991939166498319
2023-09-22,19744.849609375,19798.650390625,19657.5,19674.25,19674.25,246400,-0.003449417659114995
2023-09-25,19678.19921875,19734.150390625,19601.55078125,19674.55078125,19674.55078125,188400,1.5288066889551644e-05
2023-09-26,19682.80078125,19699.349609375,19637.44921875,19664.69921875,19664.69921875,204900,-0.0005007261720755274
2023-09-27,19637.05078125,19730.69921875,19554.0,19716.44921875,19716.44921875,203600,0.002631619198663282
2023-09-28,19761.80078125,19766.650390625,19492.099609375,19523.55078125,19523.55078125,352800,-0.009783629666773708
2023-09-29,19581.19921875,19726.25,19551.05078125,19638.30078125,19638.30078125,243500,0.005877516917168757
2023-10-03,19622.400390625,19623.19921875,19479.650390625,19528.75,19528.75,221700,-0.005578424654468894
2023-10-04,19446.30078125,19457.80078125,19333.599609375,19436.099609375,19436.099609375,277100,-0.004744307271330683
2023-10-05,19521.849609375,19576.94921875,19487.30078125,19545.75,19545.75,234900,0.005641584105285702
2023-10-06,19621.19921875,19675.75,19589.400390625,19653.5,19653.5,159100,0.0055127073660514725
2023-10-09,19539.44921875,19588.94921875,19480.5,19512.349609375,19512.349609375,165100,-0.00718194675884698
2023-10-10,19565.599609375,19717.80078125,19565.44921875,19689.849609375,19689.849609375,216600,0.00909680297624016
2023-10-11,19767.0,19839.19921875,19756.94921875,19811.349609375,19811.349609375,213700,0.006170692128707245
2023-10-12,19822.69921875,19843.30078125,19772.650390625,19794.0,19794.0,217900,-0.0008757409120068171
2023-10-13,19654.55078125,19805.400390625,19635.30078125,19751.05078125,19751.05078125,255000,-0.0021698099802970328
2023-10-16,19737.25,19781.30078125,19691.849609375,19731.75,19731.75,181000,-0.0009772027556287366
2023-10-17,19843.19921875,19849.75,19775.650390625,19811.5,19811.5,185800,0.004041709427698992
2023-10-18,19820.44921875,19840.94921875,19659.94921875,19671.099609375,19671.099609375,198900,-0.007086812741337156
2023-10-19,19545.19921875,19681.80078125,19512.349609375,19624.69921875,19624.69921875,230300,-0.0023588102112444
2023-10-20,19542.150390625,19593.80078125,19518.69921875,19542.650390625,19542.650390625,198300,-0.004180896084593599
2023-10-23,19521.599609375,19556.849609375,19257.849609375,19281.75,19281.75,176000,-0.013350307425555652
2023-10-25,19286.44921875,19347.30078125,19074.150390625,19122.150390625,19122.150390625,225300,-0.008277236732921023
2023-10-26,19027.25,19041.69921875,18837.849609375,18857.25,18857.25,300400,-0.013853064912347501
2023-10-27,18928.75,19076.150390625,18926.650390625,19047.25,19047.25,205200,0.010075700327460302
2023-10-30,19053.400390625,19158.5,18940.0,19140.900390625,19140.900390625,180100,0.004916740769664862
2023-10-31,19232.94921875,19233.69921875,19056.44921875,19079.599609375,19079.599609375,206000,-0.0032026069828995363
2023-11-01,19064.05078125,19096.05078125,18973.69921875,18989.150390625,18989.150390625,194100,-0.004740624572936891
2023-11-02,19120.0,19175.25,19064.150390625,19133.25,19133.25,245600,0.007588523257266999
2023-11-03,19241.0,19276.25,19210.900390625,19230.599609375,19230.599609375,189500,0.005087980838331285
2023-11-06,19345.849609375,19423.0,19309.69921875,19411.75,19411.75,180700,0.00941990339899168
2023-11-07,19404.05078125,19423.5,19329.099609375,19406.69921875,19406.69921875,198700,-0.000260191958478706
2023-11-08,19449.599609375,19464.400390625,19401.5,19443.5,19443.5,195000,0.0018962926582819506
2023-11-09,19457.400390625,19463.900390625,19378.349609375,19395.30078125,19395.30078125,208400,-0.002478937369815082
2023-11-10,19351.849609375,19451.30078125,19329.44921875,19425.349609375,19425.349609375,152200,0.001549283945833313
2023-11-13,19486.75,19494.400390625,19414.75,19443.55078125,19443.55078125,189300,0.0009369804014345284
2023-11-15,19651.400390625,19693.19921875,19579.650390625,19675.44921875,19675.44921875,291500,0.011926753508604282
2023-11-16,19674.69921875,19875.25,19627.0,19765.19921875,19765.19921875,282700,0.004561522280999375
2023-11-17,19674.75,19806.0,19667.44921875,19731.80078125,19731.80078125,236800,-0.0016897597201204206
2023-11-20,19731.150390625,19756.44921875,19670.5,19694.0,19694.0,173800,-0.0019157289123818977
2023-11-21,19770.900390625,19829.099609375,19754.05078125,19783.400390625,19783.400390625,195000,0.0045394734754240496
2023-11-22,19784.0,19825.55078125,19703.849609375,19811.849609375,19811.849609375,184500,0.0014380348265852216
2023-11-23,19828.44921875,19875.150390625,19786.75,19802.0,19802.0,170000,-0.0004971574875239915
2023-11-24,19809.599609375,19832.849609375,19768.849609375,19794.69921875,19794.69921875,145900,-0.00036868908443588033
2023-11-28,19844.650390625,19916.849609375,19800.0,19889.69921875,19889.69921875,229600,0.004799264638990497
2023-11-29,19976.55078125,20104.650390625,19956.30078125,20096.599609375,20096.599609375,236200,0.010402389113554511
2023-11-30,20108.5,20158.69921875,20015.849609375,20133.150390625,20133.150390625,486600,0.0018187545137213768
2023-12-01,20194.099609375,20291.55078125,20183.69921875,20267.900390625,20267.900390625,265800,0.0066929416105065975
2023-12-04,20601.94921875,20702.650390625,20507.75,20686.80078125,20686.80078125,381100,0.020668169003769332
2023-12-05,20808.900390625,20864.05078125,20711.150390625,20855.099609375,20855.099609375,421000,0.008135565760247543
2023-12-06,20950.75,20961.94921875,20852.150390625,20937.69921875,20937.69921875,359200,0.003960643244200535
2023-12-07,20932.400390625,20941.25,20850.80078125,20901.150390625,20901.150390625,275000,-0.0017455990623970186
2023-12-08,20934.099609375,21006.099609375,20862.69921875,20969.400390625,20969.400390625,292400,0.003265370504707432
2023-12-11,20965.30078125,21026.099609375,20923.69921875,20997.099609375,20997.099609375,212900,0.001320935183362959
2023-12-12,21018.55078125,21037.900390625,20867.150390625,20906.400390625,20906.400390625,244900,-0.004319607014175553
2023-12-13,20929.75,20950.0,20769.5,20926.349609375,20926.349609375,260300,0.0009542158562574343
2023-12-14,21110.400390625,21210.900390625,21074.44921875,21182.69921875,21182.69921875,334400,0.012250087289956912
2023-12-15,21287.44921875,21492.30078125,21235.30078125,21456.650390625,21456.650390625,508800,0.012932779200891975
2023-12-18,21434.80078125,21482.80078125,21365.349609375,21418.650390625,21418.650390625,249700,-0.0017710126840955187
2023-12-19,21477.650390625,21505.05078125,21337.75,21453.099609375,21453.099609375,249800,0.0016083748565725031
2023-12-20,21543.5,21593.0,21087.349609375,21150.150390625,21150.150390625,363900,-0.01412146609423337
2023-12-21,21033.94921875,21288.349609375,20976.80078125,21255.05078125,21255.05078125,277500,0.004959794076523361
2023-12-22,21295.849609375,21390.5,21232.44921875,21349.400390625,21349.400390625,284700,0.004438926556610712
2023-12-26,21365.19921875,21477.150390625,21329.44921875,21441.349609375,21441.349609375,219500,0.004306875934107168
2023-12-27,21497.650390625,21675.75,21495.80078125,21654.75,21654.75,256500,0.0099527499207277
2023-12-28,21715.0,21801.44921875,21678.0,21778.69921875,21778.69921875,393100,0.005723881307796219
2023-12-29,21737.650390625,21770.30078125,21676.900390625,21731.400390625,21731.400390625,270900,-0.0021717930740454694
